2020-09-22 09:43:06.226 | INFO     | __main__:get_user:129 - admin 开始登录********
2021-03-23 15:25:14.688 | INFO     | G_COMM.runXinguan:thi_to_fifth:335 - 开始运行第四条命令
2021-03-23 15:25:14.688 | INFO     | G_COMM.runXinguan:forth_comm:209 - 命令如下：artic minion --medaka --normalise 200 --threads 10 --scheme-directory D:/智源代码/高通量测序/artic-ncov2019/primer_schemes --read-file D:/智源代码/高通量测序/file/file/3.gather/DD04.fastq nCoV-2019/V3 D:/智源代码/高通量测序/file/file/4.mapping/DD04
2021-03-23 15:25:24.694 | INFO     | G_COMM.runXinguan:thi_to_fifth:338 - 开始运行第五条命令
2021-03-23 15:25:24.694 | INFO     | G_COMM.runXinguan:get_tsv:249 - 命令如下：samtools depth D:/智源代码/高通量测序/file/file/4.mapping/DD04.primertrimmed.rg.sorted.bam>D:/智源代码/高通量测序/file/file/4.mapping/DD04.depth.tsv
2021-03-23 15:25:24.701 | INFO     | G_COMM.runXinguan:thi_to_fifth:341 - 开始复制结果文件
2021-03-23 15:25:24.701 | INFO     | G_COMM.runXinguan:move_file:293 - 命令如下：cp D:/智源代码/高通量测序/file/file/4.mapping/DD04.consensus.fasta D:/智源代码/高通量测序/file/file/4.mapping/results
2021-03-23 15:25:24.707 | INFO     | G_COMM.runXinguan:move_file:293 - 命令如下：cp D:/智源代码/高通量测序/file/file/4.mapping/DD04.depth.tsv D:/智源代码/高通量测序/file/file/4.mapping/results
2021-03-23 15:25:24.713 | INFO     | G_COMM.runXinguan:move_file:293 - 命令如下：cp D:/智源代码/高通量测序/file/file/4.mapping/DD04.primertrimmed.rg.sorted.bam D:/智源代码/高通量测序/file/file/4.mapping/results
2021-03-23 15:25:24.718 | INFO     | G_COMM.runXinguan:move_file:293 - 命令如下：cp D:/智源代码/高通量测序/file/file/4.mapping/DD04.primertrimmed.rg.sorted.bam.bai D:/智源代码/高通量测序/file/file/4.mapping/results
2021-03-23 15:25:24.724 | INFO     | G_COMM.runXinguan:move_file:293 - 命令如下：cp D:/智源代码/高通量测序/file/file/4.mapping/DD04-barplot.png D:/智源代码/高通量测序/file/file/4.mapping/results
2021-03-23 15:25:24.730 | INFO     | G_COMM.runXinguan:thi_to_fifth:330 - 当前运行的样品为EE，标签为barcode05
2021-03-23 15:25:24.730 | INFO     | G_COMM.runXinguan:thi_to_fifth:332 - 开始运行第三条命令
2021-03-23 15:25:24.730 | INFO     | G_COMM.runXinguan:third_comm:171 - 命令如下: artic guppyplex --skip-quality-check --min-length 400 --max-length 700 --directory D:/智源代码/高通量测序/file/fastq_pass/barcode05 --output D:/智源代码/高通量测序/file/file/3.gather/EE05.fastq
2021-03-23 15:25:24.736 | INFO     | G_COMM.runXinguan:thi_to_fifth:335 - 开始运行第四条命令
2021-03-23 15:25:24.736 | INFO     | G_COMM.runXinguan:forth_comm:209 - 命令如下：artic minion --medaka --normalise 200 --threads 10 --scheme-directory D:/智源代码/高通量测序/artic-ncov2019/primer_schemes --read-file D:/智源代码/高通量测序/file/file/3.gather/EE05.fastq nCoV-2019/V3 D:/智源代码/高通量测序/file/file/4.mapping/EE05
2021-03-23 15:25:34.748 | INFO     | G_COMM.runXinguan:thi_to_fifth:338 - 开始运行第五条命令
2021-03-23 15:25:34.748 | INFO     | G_COMM.runXinguan:get_tsv:249 - 命令如下：samtools depth D:/智源代码/高通量测序/file/file/4.mapping/EE05.primertrimmed.rg.sorted.bam>D:/智源代码/高通量测序/file/file/4.mapping/EE05.depth.tsv
2021-03-23 15:25:34.754 | INFO     | G_COMM.runXinguan:thi_to_fifth:341 - 开始复制结果文件
2021-03-23 15:25:34.754 | INFO     | G_COMM.runXinguan:move_file:293 - 命令如下：cp D:/智源代码/高通量测序/file/file/4.mapping/EE05.consensus.fasta D:/智源代码/高通量测序/file/file/4.mapping/results
2021-03-23 15:25:34.759 | INFO     | G_COMM.runXinguan:move_file:293 - 命令如下：cp D:/智源代码/高通量测序/file/file/4.mapping/EE05.depth.tsv D:/智源代码/高通量测序/file/file/4.mapping/results
2021-03-23 15:25:34.769 | INFO     | G_COMM.runXinguan:move_file:293 - 命令如下：cp D:/智源代码/高通量测序/file/file/4.mapping/EE05.primertrimmed.rg.sorted.bam D:/智源代码/高通量测序/file/file/4.mapping/results
2021-03-23 15:25:34.774 | INFO     | G_COMM.runXinguan:move_file:293 - 命令如下：cp D:/智源代码/高通量测序/file/file/4.mapping/EE05.primertrimmed.rg.sorted.bam.bai D:/智源代码/高通量测序/file/file/4.mapping/results
2021-03-23 15:25:34.781 | INFO     | G_COMM.runXinguan:move_file:293 - 命令如下：cp D:/智源代码/高通量测序/file/file/4.mapping/EE05-barplot.png D:/智源代码/高通量测序/file/file/4.mapping/results
2021-03-23 15:38:25.949 | INFO     | G_COMM.runXinguan:__init__:39 - 程序运行参数为：{'task_type': '新冠病毒-测序', 'task_name': 'file', 'sample_list': ['AA', 'BB', 'CC', 'DD', 'EE'], 'barcode_list': ['barcode01', 'barcode02', 'barcode03', 'barcode04', 'barcode05'], 'file_path': 'D:/智源代码/高通量测序/file', 'work_file': 'D:/智源代码/高通量测序/file'}
2021-03-23 15:38:27.069 | INFO     | mainwindow:do_xinguan:483 - flag为3
2021-03-23 15:38:27.074 | INFO     | G_COMM.runXinguan:run:422 - 命令开始执行，路径如下D:/智源代码/高通量测序/file
2021-03-23 15:38:27.076 | INFO     | G_COMM.runXinguan:thi_to_fifth:330 - 当前运行的样品为AA，标签为barcode01
2021-03-23 15:38:27.076 | INFO     | G_COMM.runXinguan:thi_to_fifth:332 - 开始运行第三条命令
2021-03-23 15:38:27.077 | INFO     | G_COMM.runXinguan:thi_to_fifth:330 - 当前运行的样品为BB，标签为barcode02
2021-03-23 15:38:27.077 | INFO     | G_COMM.runXinguan:thi_to_fifth:332 - 开始运行第三条命令
2021-03-23 15:38:27.078 | INFO     | G_COMM.runXinguan:third_comm:171 - 命令如下: artic guppyplex --skip-quality-check --min-length 400 --max-length 700 --directory D:/智源代码/高通量测序/file/fastq_pass/barcode01 --output D:/智源代码/高通量测序/file/file/3.gather/AA01.fastq
2021-03-23 15:38:27.079 | INFO     | G_COMM.runXinguan:thi_to_fifth:330 - 当前运行的样品为CC，标签为barcode03
2021-03-23 15:38:27.079 | INFO     | G_COMM.runXinguan:third_comm:171 - 命令如下: artic guppyplex --skip-quality-check --min-length 400 --max-length 700 --directory D:/智源代码/高通量测序/file/fastq_pass/barcode02 --output D:/智源代码/高通量测序/file/file/3.gather/BB02.fastq
2021-03-23 15:38:27.079 | INFO     | G_COMM.runXinguan:thi_to_fifth:330 - 当前运行的样品为DD，标签为barcode04
2021-03-23 15:38:27.080 | INFO     | G_COMM.runXinguan:thi_to_fifth:332 - 开始运行第三条命令
2021-03-23 15:38:27.080 | INFO     | G_COMM.runXinguan:thi_to_fifth:332 - 开始运行第三条命令
2021-03-23 15:38:27.080 | INFO     | G_COMM.runXinguan:third_comm:171 - 命令如下: artic guppyplex --skip-quality-check --min-length 400 --max-length 700 --directory D:/智源代码/高通量测序/file/fastq_pass/barcode03 --output D:/智源代码/高通量测序/file/file/3.gather/CC03.fastq
2021-03-23 15:38:27.081 | INFO     | G_COMM.runXinguan:third_comm:171 - 命令如下: artic guppyplex --skip-quality-check --min-length 400 --max-length 700 --directory D:/智源代码/高通量测序/file/fastq_pass/barcode04 --output D:/智源代码/高通量测序/file/file/3.gather/DD04.fastq
2021-03-23 15:38:27.083 | INFO     | G_COMM.runXinguan:thi_to_fifth:335 - 开始运行第四条命令
2021-03-23 15:38:27.083 | INFO     | G_COMM.runXinguan:forth_comm:209 - 命令如下：artic minion --medaka --normalise 200 --threads 10 --scheme-directory D:/智源代码/高通量测序/artic-ncov2019/primer_schemes --read-file D:/智源代码/高通量测序/file/file/3.gather/AA01.fastq nCoV-2019/V3 D:/智源代码/高通量测序/file/file/4.mapping/AA01
2021-03-23 15:38:27.087 | INFO     | G_COMM.runXinguan:thi_to_fifth:335 - 开始运行第四条命令
2021-03-23 15:38:27.087 | INFO     | G_COMM.runXinguan:forth_comm:209 - 命令如下：artic minion --medaka --normalise 200 --threads 10 --scheme-directory D:/智源代码/高通量测序/artic-ncov2019/primer_schemes --read-file D:/智源代码/高通量测序/file/file/3.gather/BB02.fastq nCoV-2019/V3 D:/智源代码/高通量测序/file/file/4.mapping/BB02
2021-03-23 15:46:13.738 | INFO     | G_COMM.runXinguan:__init__:40 - 程序运行参数为：{'task_type': '新冠病毒-测序', 'task_name': 'file', 'sample_list': ['AA', 'BB', 'CC', 'DD', 'EE'], 'barcode_list': ['barcode01', 'barcode02', 'barcode03', 'barcode04', 'barcode05'], 'file_path': 'D:/智源代码/高通量测序/file', 'work_file': 'D:/智源代码/高通量测序/file'}
2021-03-23 15:46:15.529 | INFO     | mainwindow:do_xinguan:483 - flag为3
2021-03-23 15:46:15.533 | INFO     | G_COMM.runXinguan:run:435 - 命令开始执行，路径如下D:/智源代码/高通量测序/file
2021-03-23 15:46:15.536 | INFO     | G_COMM.runXinguan:thi_to_fifth:343 - 当前运行的样品为AA，标签为barcode01
2021-03-23 15:46:15.536 | INFO     | G_COMM.runXinguan:thi_to_fifth:345 - 开始运行第三条命令
2021-03-23 15:46:15.536 | INFO     | G_COMM.runXinguan:thi_to_fifth:343 - 当前运行的样品为BB，标签为barcode02
2021-03-23 15:46:15.537 | INFO     | G_COMM.runXinguan:thi_to_fifth:345 - 开始运行第三条命令
2021-03-23 15:46:15.537 | INFO     | G_COMM.runXinguan:thi_to_fifth:343 - 当前运行的样品为CC，标签为barcode03
2021-03-23 15:46:15.537 | INFO     | G_COMM.runXinguan:thi_to_fifth:345 - 开始运行第三条命令
2021-03-23 15:46:15.538 | INFO     | G_COMM.runXinguan:thi_to_fifth:343 - 当前运行的样品为DD，标签为barcode04
2021-03-23 15:46:15.538 | INFO     | G_COMM.runXinguan:third_comm:172 - 命令如下: artic guppyplex --skip-quality-check --min-length 400 --max-length 700 --directory D:/智源代码/高通量测序/file/fastq_pass/barcode01 --output D:/智源代码/高通量测序/file/file/3.gather/AA01.fastq
2021-03-23 15:46:15.539 | INFO     | G_COMM.runXinguan:third_comm:172 - 命令如下: artic guppyplex --skip-quality-check --min-length 400 --max-length 700 --directory D:/智源代码/高通量测序/file/fastq_pass/barcode03 --output D:/智源代码/高通量测序/file/file/3.gather/CC03.fastq
2021-03-23 15:46:15.539 | INFO     | G_COMM.runXinguan:thi_to_fifth:345 - 开始运行第三条命令
2021-03-23 15:46:15.540 | INFO     | G_COMM.runXinguan:third_comm:172 - 命令如下: artic guppyplex --skip-quality-check --min-length 400 --max-length 700 --directory D:/智源代码/高通量测序/file/fastq_pass/barcode04 --output D:/智源代码/高通量测序/file/file/3.gather/DD04.fastq
2021-03-23 15:47:16.661 | INFO     | G_COMM.runXinguan:__init__:40 - 程序运行参数为：{'task_type': '新冠病毒-测序', 'task_name': 'file', 'sample_list': ['AA', 'BB', 'CC', 'DD', 'EE'], 'barcode_list': ['barcode01', 'barcode02', 'barcode03', 'barcode04', 'barcode05'], 'file_path': 'D:/智源代码/高通量测序/file', 'work_file': 'D:/智源代码/高通量测序/file'}
2021-03-23 15:47:17.751 | INFO     | mainwindow:do_xinguan:483 - flag为3
2021-03-23 15:47:17.754 | INFO     | G_COMM.runXinguan:run:435 - 命令开始执行，路径如下D:/智源代码/高通量测序/file
2021-03-23 15:47:17.756 | INFO     | G_COMM.runXinguan:thi_to_fifth:343 - 当前运行的样品为AA，标签为barcode01
2021-03-23 15:47:17.757 | INFO     | G_COMM.runXinguan:thi_to_fifth:345 - 开始运行第三条命令
2021-03-23 15:47:17.757 | INFO     | G_COMM.runXinguan:thi_to_fifth:343 - 当前运行的样品为BB，标签为barcode02
2021-03-23 15:47:17.758 | INFO     | G_COMM.runXinguan:thi_to_fifth:343 - 当前运行的样品为CC，标签为barcode03
2021-03-23 15:47:17.759 | INFO     | G_COMM.runXinguan:thi_to_fifth:345 - 开始运行第三条命令
2021-03-23 15:47:17.760 | INFO     | G_COMM.runXinguan:thi_to_fifth:343 - 当前运行的样品为DD，标签为barcode04
2021-03-23 15:47:17.760 | INFO     | G_COMM.runXinguan:third_comm:172 - 命令如下: artic guppyplex --skip-quality-check --min-length 400 --max-length 700 --directory D:/智源代码/高通量测序/file/fastq_pass/barcode01 --output D:/智源代码/高通量测序/file/file/3.gather/AA01.fastq
2021-03-23 15:47:17.760 | INFO     | G_COMM.runXinguan:thi_to_fifth:345 - 开始运行第三条命令
2021-03-23 15:47:17.760 | INFO     | G_COMM.runXinguan:thi_to_fifth:345 - 开始运行第三条命令
2021-03-23 15:47:17.760 | INFO     | G_COMM.runXinguan:third_comm:172 - 命令如下: artic guppyplex --skip-quality-check --min-length 400 --max-length 700 --directory D:/智源代码/高通量测序/file/fastq_pass/barcode02 --output D:/智源代码/高通量测序/file/file/3.gather/BB02.fastq
2021-03-23 15:47:17.761 | INFO     | G_COMM.runXinguan:third_comm:172 - 命令如下: artic guppyplex --skip-quality-check --min-length 400 --max-length 700 --directory D:/智源代码/高通量测序/file/fastq_pass/barcode03 --output D:/智源代码/高通量测序/file/file/3.gather/CC03.fastq
2021-03-23 15:47:17.761 | INFO     | G_COMM.runXinguan:third_comm:172 - 命令如下: artic guppyplex --skip-quality-check --min-length 400 --max-length 700 --directory D:/智源代码/高通量测序/file/fastq_pass/barcode04 --output D:/智源代码/高通量测序/file/file/3.gather/DD04.fastq
2021-03-23 16:36:43.132 | INFO     | G_COMM.runXinguan:__init__:40 - 程序运行参数为：{'task_type': '新冠病毒-测序', 'task_name': 'file', 'sample_list': ['AA', 'BB', 'CC', 'DD', 'EE'], 'barcode_list': ['barcode01', 'barcode02', 'barcode03', 'barcode04', 'barcode05'], 'file_path': 'D:/智源代码/高通量测序/file', 'work_file': 'D:/智源代码/高通量测序/file'}
2021-03-23 16:36:44.154 | INFO     | mainwindow:do_xinguan:483 - flag为3
2021-03-23 16:36:44.159 | INFO     | G_COMM.runXinguan:run:425 - 命令开始执行，路径如下D:/智源代码/高通量测序/file
2021-03-23 16:36:44.162 | INFO     | G_COMM.runXinguan:thi_to_fifth:333 - 当前运行的样品为AA，标签为barcode01
2021-03-23 16:36:44.162 | INFO     | G_COMM.runXinguan:thi_to_fifth:335 - 开始运行第三条命令
2021-03-23 16:36:44.162 | INFO     | G_COMM.runXinguan:thi_to_fifth:333 - 当前运行的样品为BB，标签为barcode02
2021-03-23 16:36:44.163 | INFO     | G_COMM.runXinguan:thi_to_fifth:335 - 开始运行第三条命令
2021-03-23 16:36:44.163 | INFO     | G_COMM.runXinguan:thi_to_fifth:333 - 当前运行的样品为CC，标签为barcode03
2021-03-23 16:36:44.164 | INFO     | G_COMM.runXinguan:third_comm:172 - 命令如下: artic guppyplex --skip-quality-check --min-length 400 --max-length 700 --directory D:/智源代码/高通量测序/file/fastq_pass/barcode01 --output D:/智源代码/高通量测序/file/file/3.gather/AA01.fastq
2021-03-23 16:36:44.164 | INFO     | G_COMM.runXinguan:thi_to_fifth:333 - 当前运行的样品为DD，标签为barcode04
2021-03-23 16:36:44.164 | INFO     | G_COMM.runXinguan:thi_to_fifth:335 - 开始运行第三条命令
2021-03-23 16:36:44.165 | INFO     | G_COMM.runXinguan:third_comm:172 - 命令如下: artic guppyplex --skip-quality-check --min-length 400 --max-length 700 --directory D:/智源代码/高通量测序/file/fastq_pass/barcode02 --output D:/智源代码/高通量测序/file/file/3.gather/BB02.fastq
2021-03-23 16:36:44.166 | INFO     | G_COMM.runXinguan:thi_to_fifth:335 - 开始运行第三条命令
2021-03-23 16:36:44.166 | INFO     | G_COMM.runXinguan:third_comm:172 - 命令如下: artic guppyplex --skip-quality-check --min-length 400 --max-length 700 --directory D:/智源代码/高通量测序/file/fastq_pass/barcode03 --output D:/智源代码/高通量测序/file/file/3.gather/CC03.fastq
2021-03-23 16:36:44.166 | INFO     | G_COMM.runXinguan:third_comm:172 - 命令如下: artic guppyplex --skip-quality-check --min-length 400 --max-length 700 --directory D:/智源代码/高通量测序/file/fastq_pass/barcode04 --output D:/智源代码/高通量测序/file/file/3.gather/DD04.fastq
2021-03-23 16:42:09.664 | INFO     | G_COMM.runXinguan:__init__:40 - 程序运行参数为：{'task_type': '新冠病毒-测序', 'task_name': 'file', 'sample_list': ['aa', 'bb', 'cc', 'dd', 'ee'], 'barcode_list': ['barcode01', 'barcode02', 'barcode03', 'barcode04', 'barcode05'], 'file_path': 'D:/智源代码/高通量测序/file', 'work_file': 'D:/智源代码/高通量测序/file'}
2021-03-23 16:42:10.541 | INFO     | mainwindow:do_xinguan:483 - flag为3
2021-03-23 16:42:10.546 | INFO     | G_COMM.runXinguan:run:425 - 命令开始执行，路径如下D:/智源代码/高通量测序/file
2021-03-23 16:42:10.548 | INFO     | G_COMM.runXinguan:thi_to_fifth:333 - 当前运行的样品为aa，标签为barcode01
2021-03-23 16:42:10.549 | INFO     | G_COMM.runXinguan:thi_to_fifth:335 - 开始运行第三条命令
2021-03-23 16:42:10.549 | INFO     | G_COMM.runXinguan:thi_to_fifth:333 - 当前运行的样品为bb，标签为barcode02
2021-03-23 16:42:10.550 | INFO     | G_COMM.runXinguan:thi_to_fifth:335 - 开始运行第三条命令
2021-03-23 16:42:10.550 | INFO     | G_COMM.runXinguan:thi_to_fifth:333 - 当前运行的样品为cc，标签为barcode03
2021-03-23 16:42:10.551 | INFO     | G_COMM.runXinguan:third_comm:172 - 命令如下: artic guppyplex --skip-quality-check --min-length 400 --max-length 700 --directory D:/智源代码/高通量测序/file/fastq_pass/barcode01 --output D:/智源代码/高通量测序/file/file/3.gather/aa01.fastq
2021-03-23 16:42:10.551 | INFO     | G_COMM.runXinguan:thi_to_fifth:333 - 当前运行的样品为dd，标签为barcode04
2021-03-23 16:42:10.551 | INFO     | G_COMM.runXinguan:thi_to_fifth:335 - 开始运行第三条命令
2021-03-23 16:42:10.552 | INFO     | G_COMM.runXinguan:thi_to_fifth:335 - 开始运行第三条命令
2021-03-23 16:42:10.553 | INFO     | G_COMM.runXinguan:third_comm:172 - 命令如下: artic guppyplex --skip-quality-check --min-length 400 --max-length 700 --directory D:/智源代码/高通量测序/file/fastq_pass/barcode03 --output D:/智源代码/高通量测序/file/file/3.gather/cc03.fastq
2021-03-23 16:42:10.553 | INFO     | G_COMM.runXinguan:third_comm:172 - 命令如下: artic guppyplex --skip-quality-check --min-length 400 --max-length 700 --directory D:/智源代码/高通量测序/file/fastq_pass/barcode04 --output D:/智源代码/高通量测序/file/file/3.gather/dd04.fastq
2021-03-23 16:42:10.556 | INFO     | G_COMM.runXinguan:thi_to_fifth:338 - 开始运行第四条命令
2021-03-23 16:42:10.556 | INFO     | G_COMM.runXinguan:forth_comm:210 - 命令如下：artic minion --medaka --normalise 200 --threads 10 --scheme-directory D:/智源代码/高通量测序/artic-ncov2019/primer_schemes --read-file D:/智源代码/高通量测序/file/file/3.gather/aa01.fastq nCoV-2019/V3 D:/智源代码/高通量测序/file/file/4.mapping/aa01
2021-03-23 16:42:10.560 | INFO     | G_COMM.runXinguan:thi_to_fifth:338 - 开始运行第四条命令
2021-03-23 16:42:10.565 | INFO     | G_COMM.runXinguan:forth_comm:210 - 命令如下：artic minion --medaka --normalise 200 --threads 10 --scheme-directory D:/智源代码/高通量测序/artic-ncov2019/primer_schemes --read-file D:/智源代码/高通量测序/file/file/3.gather/cc03.fastq nCoV-2019/V3 D:/智源代码/高通量测序/file/file/4.mapping/cc03
2021-03-23 16:42:20.579 | INFO     | G_COMM.runXinguan:thi_to_fifth:341 - 开始运行第五条命令
2021-03-23 16:42:20.580 | INFO     | G_COMM.runXinguan:thi_to_fifth:341 - 开始运行第五条命令
2021-03-23 16:42:20.580 | INFO     | G_COMM.runXinguan:get_tsv:250 - 命令如下：samtools depth D:/智源代码/高通量测序/file/file/4.mapping/cc03.primertrimmed.rg.sorted.bam>D:/智源代码/高通量测序/file/file/4.mapping/cc03.depth.tsv
2021-03-23 16:42:20.580 | INFO     | G_COMM.runXinguan:get_tsv:250 - 命令如下：samtools depth D:/智源代码/高通量测序/file/file/4.mapping/aa01.primertrimmed.rg.sorted.bam>D:/智源代码/高通量测序/file/file/4.mapping/aa01.depth.tsv
2021-03-23 16:42:20.584 | INFO     | G_COMM.runXinguan:thi_to_fifth:344 - 开始复制结果文件
2021-03-23 16:42:20.584 | INFO     | G_COMM.runXinguan:move_file:294 - 命令如下：cp D:/智源代码/高通量测序/file/file/4.mapping/cc03.consensus.fasta D:/智源代码/高通量测序/file/file/4.mapping/results
2021-03-23 16:42:20.588 | INFO     | G_COMM.runXinguan:move_file:294 - 命令如下：cp D:/智源代码/高通量测序/file/file/4.mapping/cc03.depth.tsv D:/智源代码/高通量测序/file/file/4.mapping/results
2021-03-23 16:42:20.592 | INFO     | G_COMM.runXinguan:move_file:294 - 命令如下：cp D:/智源代码/高通量测序/file/file/4.mapping/cc03.primertrimmed.rg.sorted.bam D:/智源代码/高通量测序/file/file/4.mapping/results
2021-03-23 16:42:20.596 | INFO     | G_COMM.runXinguan:move_file:294 - 命令如下：cp D:/智源代码/高通量测序/file/file/4.mapping/cc03.primertrimmed.rg.sorted.bam.bai D:/智源代码/高通量测序/file/file/4.mapping/results
2021-03-23 16:42:20.600 | INFO     | G_COMM.runXinguan:move_file:294 - 命令如下：cp D:/智源代码/高通量测序/file/file/4.mapping/cc03-barplot.png D:/智源代码/高通量测序/file/file/4.mapping/results
2021-03-23 16:42:20.604 | INFO     | G_COMM.runXinguan:thi_to_fifth:333 - 当前运行的样品为ee，标签为barcode05
2021-03-23 16:42:20.605 | INFO     | G_COMM.runXinguan:thi_to_fifth:335 - 开始运行第三条命令
2021-03-23 16:42:20.605 | INFO     | G_COMM.runXinguan:third_comm:172 - 命令如下: artic guppyplex --skip-quality-check --min-length 400 --max-length 700 --directory D:/智源代码/高通量测序/file/fastq_pass/barcode05 --output D:/智源代码/高通量测序/file/file/3.gather/ee05.fastq
2021-03-23 16:42:20.610 | INFO     | G_COMM.runXinguan:thi_to_fifth:338 - 开始运行第四条命令
2021-03-23 16:42:20.610 | INFO     | G_COMM.runXinguan:forth_comm:210 - 命令如下：artic minion --medaka --normalise 200 --threads 10 --scheme-directory D:/智源代码/高通量测序/artic-ncov2019/primer_schemes --read-file D:/智源代码/高通量测序/file/file/3.gather/ee05.fastq nCoV-2019/V3 D:/智源代码/高通量测序/file/file/4.mapping/ee05
2021-03-23 17:12:37.054 | INFO     | G_COMM.runXinguan:__init__:40 - 程序运行参数为：{'task_type': '新冠病毒-测序', 'task_name': 'file', 'sample_list': ['aa', 'bb', 'cc', 'dd', 'ee'], 'barcode_list': ['barcode01', 'barcode02', 'barcode03', 'barcode04', 'barcode05'], 'file_path': 'D:/智源代码/高通量测序/file', 'work_file': 'D:/智源代码/高通量测序/file'}
2021-03-23 17:12:38.043 | INFO     | mainwindow:do_xinguan:483 - flag为3
2021-03-23 17:12:38.047 | INFO     | G_COMM.runXinguan:run:421 - 命令开始执行，路径如下D:/智源代码/高通量测序/file
2021-03-23 17:12:38.050 | INFO     | G_COMM.runXinguan:thi_to_fifth:326 - 当前运行的样品为aa，标签为barcode01
2021-03-23 17:12:38.050 | INFO     | G_COMM.runXinguan:thi_to_fifth:326 - 当前运行的样品为bb，标签为barcode02
2021-03-23 17:12:38.051 | INFO     | G_COMM.runXinguan:thi_to_fifth:326 - 当前运行的样品为cc，标签为barcode03
2021-03-23 17:12:38.051 | INFO     | G_COMM.runXinguan:thi_to_fifth:326 - 当前运行的样品为dd，标签为barcode04
2021-03-23 17:12:38.052 | INFO     | G_COMM.runXinguan:thi_to_fifth:328 - 开始运行第三条命令
2021-03-23 17:12:38.052 | INFO     | G_COMM.runXinguan:thi_to_fifth:328 - 开始运行第三条命令
2021-03-23 17:12:38.052 | INFO     | G_COMM.runXinguan:thi_to_fifth:328 - 开始运行第三条命令
2021-03-23 17:12:38.052 | INFO     | G_COMM.runXinguan:thi_to_fifth:328 - 开始运行第三条命令
2021-03-23 17:12:38.053 | INFO     | G_COMM.runXinguan:third_comm:167 - 命令如下: artic guppyplex --skip-quality-check --min-length 400 --max-length 700 --directory D:/智源代码/高通量测序/file/fastq_pass/barcode01 --output D:/智源代码/高通量测序/file/file/3.gather/aa01.fastq
2021-03-23 17:12:38.053 | INFO     | G_COMM.runXinguan:third_comm:167 - 命令如下: artic guppyplex --skip-quality-check --min-length 400 --max-length 700 --directory D:/智源代码/高通量测序/file/fastq_pass/barcode02 --output D:/智源代码/高通量测序/file/file/3.gather/bb02.fastq
2021-03-23 17:12:38.053 | INFO     | G_COMM.runXinguan:third_comm:167 - 命令如下: artic guppyplex --skip-quality-check --min-length 400 --max-length 700 --directory D:/智源代码/高通量测序/file/fastq_pass/barcode03 --output D:/智源代码/高通量测序/file/file/3.gather/cc03.fastq
2021-03-23 17:12:38.053 | INFO     | G_COMM.runXinguan:third_comm:167 - 命令如下: artic guppyplex --skip-quality-check --min-length 400 --max-length 700 --directory D:/智源代码/高通量测序/file/fastq_pass/barcode04 --output D:/智源代码/高通量测序/file/file/3.gather/dd04.fastq
2021-03-23 17:12:38.059 | INFO     | G_COMM.runXinguan:thi_to_fifth:331 - 开始运行第四条命令
2021-03-23 17:12:38.060 | INFO     | G_COMM.runXinguan:forth_comm:205 - 命令如下：artic minion --medaka --normalise 200 --threads 10 --scheme-directory D:/智源代码/高通量测序/artic-ncov2019/primer_schemes --read-file D:/智源代码/高通量测序/file/file/3.gather/aa01.fastq nCoV-2019/V3 D:/智源代码/高通量测序/file/file/4.mapping/aa01
2021-03-23 17:12:38.063 | INFO     | G_COMM.runXinguan:thi_to_fifth:331 - 开始运行第四条命令
2021-03-23 17:12:38.064 | INFO     | G_COMM.runXinguan:forth_comm:205 - 命令如下：artic minion --medaka --normalise 200 --threads 10 --scheme-directory D:/智源代码/高通量测序/artic-ncov2019/primer_schemes --read-file D:/智源代码/高通量测序/file/file/3.gather/dd04.fastq nCoV-2019/V3 D:/智源代码/高通量测序/file/file/4.mapping/dd04
2021-03-23 17:12:48.069 | INFO     | G_COMM.runXinguan:thi_to_fifth:334 - 开始运行第五条命令
2021-03-23 17:12:48.069 | INFO     | G_COMM.runXinguan:get_tsv:245 - 命令如下：samtools depth D:/智源代码/高通量测序/file/file/4.mapping/aa01.primertrimmed.rg.sorted.bam>D:/智源代码/高通量测序/file/file/4.mapping/aa01.depth.tsv
2021-03-23 17:12:48.073 | INFO     | G_COMM.runXinguan:thi_to_fifth:337 - 开始复制结果文件
2021-03-23 17:12:48.073 | INFO     | G_COMM.runXinguan:move_file:287 - 命令如下：cp D:/智源代码/高通量测序/file/file/4.mapping/aa01.consensus.fasta D:/智源代码/高通量测序/file/file/4.mapping/results
2021-03-23 17:12:48.081 | INFO     | G_COMM.runXinguan:move_file:287 - 命令如下：cp D:/智源代码/高通量测序/file/file/4.mapping/aa01.depth.tsv D:/智源代码/高通量测序/file/file/4.mapping/results
2021-03-23 17:12:48.085 | INFO     | G_COMM.runXinguan:move_file:287 - 命令如下：cp D:/智源代码/高通量测序/file/file/4.mapping/aa01.primertrimmed.rg.sorted.bam D:/智源代码/高通量测序/file/file/4.mapping/results
2021-03-23 17:12:48.089 | INFO     | G_COMM.runXinguan:move_file:287 - 命令如下：cp D:/智源代码/高通量测序/file/file/4.mapping/aa01.primertrimmed.rg.sorted.bam.bai D:/智源代码/高通量测序/file/file/4.mapping/results
2021-03-23 17:12:48.093 | INFO     | G_COMM.runXinguan:move_file:287 - 命令如下：cp D:/智源代码/高通量测序/file/file/4.mapping/aa01-barplot.png D:/智源代码/高通量测序/file/file/4.mapping/results
